step,episode,loss_ddqn,loss_masac,loss_cvd,q_value_ddqn,q_overestimation_ddqn,epsilon_ddqn,epsilon_masac,reward_total,reward_agent1,reward_agent2,episode_reward,episode_length,episode_reshuffles,cubes_picked,avg_reward_100,success_rate
17228,871,970.157898,21382.153076,1592.070679,465.674805,490.674805,0.010000,0.010000,-25.000000,-25.000000,0.000000,-976.128730,48,5,3,-151.698161,0.834444
17229,871,1663.455811,4649511.034302,1125.279297,459.372925,484.372925,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1001.128730,49,5,3,-151.698161,0.834444
17230,871,5739.991699,4687229.151733,1509.121826,469.024139,469.024139,0.010000,0.010000,0.000000,0.000000,0.000000,-1001.128730,50,5,3,-151.698161,0.834444
17231,872,1261.986572,9435673.358093,1042.781250,611.280396,557.366305,0.010000,0.010000,53.914090,13.329354,40.584737,53.914090,1,1,1,-163.979981,0.827778
17232,872,7017.484863,4688565.406250,1515.889648,552.841125,508.025098,0.010000,0.010000,44.816027,4.900648,39.915380,98.730118,2,2,2,-163.979981,0.827778
17233,872,8346.517578,13988041.658508,1101.484985,560.428101,512.310143,0.010000,0.010000,48.117958,8.127980,39.989978,146.848075,3,3,3,-163.979981,0.827778
17234,872,1224.229858,49570.867798,2395.437012,526.335571,476.020266,0.010000,0.010000,50.315305,9.813464,40.501842,197.163381,4,4,4,-163.979981,0.827778
17235,872,2532.825439,9157454.711792,1433.591797,513.938416,511.380833,0.010000,0.010000,2.557583,7.557583,-5.000000,199.720963,5,5,5,-163.979981,0.827778
17236,872,2396.342773,8987539.136902,787.971924,522.310425,505.493676,0.010000,0.010000,16.816749,16.816749,0.000000,216.537712,6,5,6,-163.979981,0.827778
17237,872,6151.368164,303666.556152,992.140137,509.122223,493.422016,0.010000,0.010000,15.700207,15.700207,0.000000,232.237919,7,5,7,-163.979981,0.827778
17238,872,929.770325,17514457.352295,957.062195,513.575500,496.579376,0.010000,0.010000,16.996124,16.996124,0.000000,249.234043,8,5,8,-163.979981,0.827778
17239,872,2308.500732,4749864.949341,1401.594604,62.422886,2.916259,0.010000,0.010000,59.506627,59.506627,0.000000,308.740670,9,5,9,-163.979981,0.827778
17240,873,12940.205078,17099495.828552,989.968445,586.552795,561.130144,0.010000,0.010000,25.422651,3.958403,21.464248,25.422651,1,1,1,-163.622523,0.827778
17241,873,11913.621094,986636.095398,1460.869873,595.605896,546.500058,0.010000,0.010000,49.105838,8.239896,40.865942,74.528489,2,2,2,-163.622523,0.827778
17242,873,6485.129395,1042316.234375,2187.306152,584.318176,537.163885,0.010000,0.010000,47.154291,3.456631,43.697660,121.682781,3,3,3,-163.622523,0.827778
17243,873,2274.202637,8958886.760071,1068.036133,544.673462,538.138065,0.010000,0.010000,6.535396,6.535396,0.000000,128.218177,4,4,4,-163.622523,0.827778
17244,873,8345.121094,8972312.352112,1500.292847,536.190247,529.916907,0.010000,0.010000,6.273339,16.273339,-10.000000,134.491516,5,5,5,-163.622523,0.827778
17245,873,1999.666016,9028287.187378,1132.833740,515.054443,487.693630,0.010000,0.010000,27.360813,27.360813,0.000000,161.852330,6,5,6,-163.622523,0.827778
17246,873,3260.463379,4836931.569519,1063.747681,495.100616,485.349116,0.010000,0.010000,9.751501,9.751501,0.000000,171.603830,7,5,7,-163.622523,0.827778
17247,873,2217.034180,8885404.623535,1144.934570,494.259186,486.223051,0.010000,0.010000,8.036135,8.036135,0.000000,179.639965,8,5,8,-163.622523,0.827778
17248,873,6428.055664,21596704.832764,2041.110352,61.610794,0.921635,0.010000,0.010000,60.689159,60.689159,0.000000,240.329124,9,5,9,-163.622523,0.827778
17249,874,5192.374512,4770062.917114,1568.171875,582.383240,567.530970,0.010000,0.010000,14.852270,-25.000000,39.852270,14.852270,1,1,0,-153.354162,0.830000
17250,874,1177.209229,8947790.541382,871.569214,552.006958,505.868893,0.010000,0.010000,46.138065,5.407684,40.730382,60.990335,2,2,1,-153.354162,0.830000
17251,874,13327.620117,13123207.546570,929.650635,480.445709,462.260894,0.010000,0.010000,18.184815,-25.000000,43.184815,79.175150,3,3,1,-153.354162,0.830000
17252,874,1572.346802,4754877.456055,1150.912476,541.886536,497.237658,0.010000,0.010000,44.648878,4.619894,40.028984,123.824028,4,4,2,-153.354162,0.830000
17253,874,13997.824219,9026234.202393,935.217773,523.628967,507.808608,0.010000,0.010000,15.820360,-25.000000,40.820360,139.644387,5,5,2,-153.354162,0.830000
17254,874,12299.939453,4780143.853088,1885.791992,498.409637,523.409637,0.010000,0.010000,-25.000000,-25.000000,0.000000,114.644387,6,5,2,-153.354162,0.830000
17255,874,1533.885254,533180.955933,1377.625366,507.206909,532.206909,0.010000,0.010000,-25.000000,-25.000000,0.000000,89.644387,7,5,2,-153.354162,0.830000
17256,874,1361.743896,13358178.007996,962.446106,524.597778,549.597778,0.010000,0.010000,-25.000000,-25.000000,0.000000,64.644387,8,5,2,-153.354162,0.830000
17257,874,1673.785278,4691061.556213,1298.265503,511.408264,536.408264,0.010000,0.010000,-25.000000,-25.000000,0.000000,39.644387,9,5,2,-153.354162,0.830000
17258,874,13338.875000,317382.197998,1512.468872,502.521851,527.521851,0.010000,0.010000,-25.000000,-25.000000,0.000000,14.644387,10,5,2,-153.354162,0.830000
17259,874,12597.812500,4628191.480591,1682.205078,467.658661,492.658661,0.010000,0.010000,-25.000000,-25.000000,0.000000,-10.355613,11,5,2,-153.354162,0.830000
17260,874,6894.763672,9091848.743591,1225.142212,500.637024,525.637024,0.010000,0.010000,-25.000000,-25.000000,0.000000,-35.355613,12,5,2,-153.354162,0.830000
17261,874,8126.041016,120327.660828,1113.065430,490.478363,484.077459,0.010000,0.010000,6.400904,6.400904,0.000000,-28.954708,13,5,3,-153.354162,0.830000
17262,874,1577.593872,4737017.353516,1558.264648,471.416016,496.416016,0.010000,0.010000,-25.000000,-25.000000,0.000000,-53.954708,14,5,3,-153.354162,0.830000
17263,874,6556.631348,4656808.858704,1230.001831,492.993011,517.993011,0.010000,0.010000,-25.000000,-25.000000,0.000000,-78.954708,15,5,3,-153.354162,0.830000
17264,874,1488.350830,4686113.971252,1436.782715,458.301971,483.301971,0.010000,0.010000,-25.000000,-25.000000,0.000000,-103.954708,16,5,3,-153.354162,0.830000
17265,874,1224.827515,14071498.021362,934.939697,459.806702,484.806702,0.010000,0.010000,-25.000000,-25.000000,0.000000,-128.954708,17,5,3,-153.354162,0.830000
17266,874,1832.023193,74768.910339,1111.884644,539.520447,564.520447,0.010000,0.010000,-25.000000,-25.000000,0.000000,-153.954708,18,5,3,-153.354162,0.830000
17267,874,5364.607422,13880177.679260,961.224121,510.441986,535.441986,0.010000,0.010000,-25.000000,-25.000000,0.000000,-178.954708,19,5,3,-153.354162,0.830000
17268,874,1324.166016,9237512.927490,1748.429321,474.644135,499.644135,0.010000,0.010000,-25.000000,-25.000000,0.000000,-203.954708,20,5,3,-153.354162,0.830000
17269,874,5545.317871,9186019.249146,993.354553,463.395050,488.395050,0.010000,0.010000,-25.000000,-25.000000,0.000000,-228.954708,21,5,3,-153.354162,0.830000
17270,874,5647.689453,4721860.972961,1125.966309,509.937714,534.937714,0.010000,0.010000,-25.000000,-25.000000,0.000000,-253.954708,22,5,3,-153.354162,0.830000
17271,874,1390.608398,9068578.851257,894.323853,468.823517,493.823517,0.010000,0.010000,-25.000000,-25.000000,0.000000,-278.954708,23,5,3,-153.354162,0.830000
17272,874,2119.395996,26139591.891602,1101.331543,491.794647,516.794647,0.010000,0.010000,-25.000000,-25.000000,0.000000,-303.954708,24,5,3,-153.354162,0.830000
17273,874,1176.818848,9218828.807800,1817.887085,464.623810,489.623810,0.010000,0.010000,-25.000000,-25.000000,0.000000,-328.954708,25,5,3,-153.354162,0.830000
17274,874,1238.189941,9190536.741760,1214.740967,445.837250,470.837250,0.010000,0.010000,-25.000000,-25.000000,0.000000,-353.954708,26,5,3,-153.354162,0.830000
17275,874,1186.289673,5380441.372925,1004.858032,462.374146,487.374146,0.010000,0.010000,-25.000000,-25.000000,0.000000,-378.954708,27,5,3,-153.354162,0.830000
17276,874,7034.984863,5456171.924011,2124.314697,469.715363,494.715363,0.010000,0.010000,-25.000000,-25.000000,0.000000,-403.954708,28,5,3,-153.354162,0.830000
17277,874,13002.301758,17132669.501465,1644.120361,485.858948,510.858948,0.010000,0.010000,-25.000000,-25.000000,0.000000,-428.954708,29,5,3,-153.354162,0.830000
17278,874,9499.585938,5480506.225342,1359.323975,459.331146,484.331146,0.010000,0.010000,-25.000000,-25.000000,0.000000,-453.954708,30,5,3,-153.354162,0.830000
17279,874,1065.802979,9266322.060669,1737.237305,457.957703,482.957703,0.010000,0.010000,-25.000000,-25.000000,0.000000,-478.954708,31,5,3,-153.354162,0.830000
17280,874,1426.716431,5316469.905640,1514.661011,476.990570,501.990570,0.010000,0.010000,-25.000000,-25.000000,0.000000,-503.954708,32,5,3,-153.354162,0.830000
17281,874,1684.489136,5123878.621765,964.024597,467.447327,492.447327,0.010000,0.010000,-25.000000,-25.000000,0.000000,-528.954708,33,5,3,-153.354162,0.830000
17282,874,13108.759766,9125233.610352,1526.943359,470.392181,495.392181,0.010000,0.010000,-25.000000,-25.000000,0.000000,-553.954708,34,5,3,-153.354162,0.830000
17283,874,874.971558,4868347.317688,1917.042358,483.752533,508.752533,0.010000,0.010000,-25.000000,-25.000000,0.000000,-578.954708,35,5,3,-153.354162,0.830000
17284,874,914.846436,13585924.207581,1739.413452,475.832520,500.832520,0.010000,0.010000,-25.000000,-25.000000,0.000000,-603.954708,36,5,3,-153.354162,0.830000
17285,874,5784.619141,4731544.543823,1423.227539,482.874176,507.874176,0.010000,0.010000,-25.000000,-25.000000,0.000000,-628.954708,37,5,3,-153.354162,0.830000
17286,874,1741.785767,4712735.689636,1266.221191,478.853394,503.853394,0.010000,0.010000,-25.000000,-25.000000,0.000000,-653.954708,38,5,3,-153.354162,0.830000
17287,874,12938.147461,9316100.473083,1187.029541,494.270203,519.270203,0.010000,0.010000,-25.000000,-25.000000,0.000000,-678.954708,39,5,3,-153.354162,0.830000
17288,874,781.034851,14109085.984131,2112.404785,487.256897,512.256897,0.010000,0.010000,-25.000000,-25.000000,0.000000,-703.954708,40,5,3,-153.354162,0.830000
17289,874,1746.191040,9363830.981567,1167.238647,491.505524,516.505524,0.010000,0.010000,-25.000000,-25.000000,0.000000,-728.954708,41,5,3,-153.354162,0.830000
17290,874,6326.429688,9292958.947571,1849.152832,472.366547,497.366547,0.010000,0.010000,-25.000000,-25.000000,0.000000,-753.954708,42,5,3,-153.354162,0.830000
17291,874,688.511047,9320420.303406,1340.429443,490.532532,515.532532,0.010000,0.010000,-25.000000,-25.000000,0.000000,-778.954708,43,5,3,-153.354162,0.830000
17292,874,1360.974121,4739932.680664,1556.254639,478.489594,503.489594,0.010000,0.010000,-25.000000,-25.000000,0.000000,-803.954708,44,5,3,-153.354162,0.830000
17293,874,561.306885,4782909.619324,850.967285,476.079468,501.079468,0.010000,0.010000,-25.000000,-25.000000,0.000000,-828.954708,45,5,3,-153.354162,0.830000
17294,874,12514.831055,13571678.083557,1390.374268,482.541992,507.541992,0.010000,0.010000,-25.000000,-25.000000,0.000000,-853.954708,46,5,3,-153.354162,0.830000
17295,874,1015.416504,589853.461792,1011.902222,460.470825,485.470825,0.010000,0.010000,-25.000000,-25.000000,0.000000,-878.954708,47,5,3,-153.354162,0.830000
17296,874,1003.784241,9218602.630066,1252.176758,474.454315,499.454315,0.010000,0.010000,-25.000000,-25.000000,0.000000,-903.954708,48,5,3,-153.354162,0.830000
17297,874,767.799683,9226967.084412,1003.771606,447.924438,472.924438,0.010000,0.010000,-25.000000,-25.000000,0.000000,-928.954708,49,5,3,-153.354162,0.830000
17298,874,1329.395020,13569215.270264,1403.017578,459.475464,459.475464,0.010000,0.010000,0.000000,0.000000,0.000000,-928.954708,50,5,3,-153.354162,0.830000
17299,875,907.206970,9184256.398560,1504.508545,585.410645,537.897042,0.010000,0.010000,47.513602,6.980679,40.532923,47.513602,1,1,1,-154.751893,0.825556
17300,875,1101.234497,738143.650757,1386.949463,565.198914,556.949007,0.010000,0.010000,8.249906,8.249906,0.000000,55.763508,2,1,2,-154.751893,0.825556
17301,875,7470.668945,689059.780945,1067.603882,490.575073,515.575073,0.010000,0.010000,-25.000000,-25.000000,0.000000,30.763508,3,2,2,-154.751893,0.825556
17302,875,875.957458,4948714.823242,1180.676025,485.549805,510.549805,0.010000,0.010000,-25.000000,-25.000000,0.000000,5.763508,4,3,2,-154.751893,0.825556
17303,875,544.240723,4800565.138000,1285.641113,520.725220,545.725220,0.010000,0.010000,-25.000000,-25.000000,0.000000,-19.236492,5,4,2,-154.751893,0.825556
17304,875,942.238464,4779521.083557,925.314819,486.607025,511.607025,0.010000,0.010000,-25.000000,-25.000000,0.000000,-44.236492,6,5,2,-154.751893,0.825556
17305,875,6623.274902,4757638.925659,1348.167847,499.414642,488.681207,0.010000,0.010000,10.733435,10.733435,0.000000,-33.503056,7,5,3,-154.751893,0.825556
17306,875,1000.938110,9538225.481628,1277.428711,461.165436,486.165436,0.010000,0.010000,-25.000000,-25.000000,0.000000,-58.503056,8,5,3,-154.751893,0.825556
17307,875,1074.658569,19074644.234802,1481.630859,477.650757,502.650757,0.010000,0.010000,-25.000000,-25.000000,0.000000,-83.503056,9,5,3,-154.751893,0.825556
17308,875,1159.216064,102258.594482,1286.190430,460.435028,485.435028,0.010000,0.010000,-25.000000,-25.000000,0.000000,-108.503056,10,5,3,-154.751893,0.825556
17309,875,8888.201172,9448837.440552,957.142761,461.534637,486.534637,0.010000,0.010000,-25.000000,-25.000000,0.000000,-133.503056,11,5,3,-154.751893,0.825556
17310,875,12926.812500,134923.252258,1193.244263,450.647736,475.647736,0.010000,0.010000,-25.000000,-25.000000,0.000000,-158.503056,12,5,3,-154.751893,0.825556
17311,875,1011.098999,9388074.521179,945.923157,456.148560,481.148560,0.010000,0.010000,-25.000000,-25.000000,0.000000,-183.503056,13,5,3,-154.751893,0.825556
17312,875,2096.941895,162926.149414,1173.521973,453.636780,478.636780,0.010000,0.010000,-25.000000,-25.000000,0.000000,-208.503056,14,5,3,-154.751893,0.825556
17313,875,980.585632,155382.150696,877.763428,448.029633,473.029633,0.010000,0.010000,-25.000000,-25.000000,0.000000,-233.503056,15,5,3,-154.751893,0.825556
17314,875,1386.070801,4788961.526917,1190.275635,442.521973,467.521973,0.010000,0.010000,-25.000000,-25.000000,0.000000,-258.503056,16,5,3,-154.751893,0.825556
17315,875,1174.902466,169764.170776,1250.075684,447.333557,472.333557,0.010000,0.010000,-25.000000,-25.000000,0.000000,-283.503056,17,5,3,-154.751893,0.825556
17316,875,1425.853760,128448.214050,1489.712036,455.803589,480.803589,0.010000,0.010000,-25.000000,-25.000000,0.000000,-308.503056,18,5,3,-154.751893,0.825556
17317,875,1513.584961,61307.747498,1347.397949,451.998596,476.998596,0.010000,0.010000,-25.000000,-25.000000,0.000000,-333.503056,19,5,3,-154.751893,0.825556
17318,875,5737.710449,4852996.920654,1737.452881,458.611206,483.611206,0.010000,0.010000,-25.000000,-25.000000,0.000000,-358.503056,20,5,3,-154.751893,0.825556
17319,875,1099.061157,4882808.404419,866.954834,481.049988,506.049988,0.010000,0.010000,-25.000000,-25.000000,0.000000,-383.503056,21,5,3,-154.751893,0.825556
17320,875,6104.350098,14755053.225891,896.716553,459.116180,484.116180,0.010000,0.010000,-25.000000,-25.000000,0.000000,-408.503056,22,5,3,-154.751893,0.825556
17321,875,1269.361572,23803.629578,2048.897949,461.399353,486.399353,0.010000,0.010000,-25.000000,-25.000000,0.000000,-433.503056,23,5,3,-154.751893,0.825556
17322,875,13076.500000,14621344.826172,1231.094116,459.932800,484.932800,0.010000,0.010000,-25.000000,-25.000000,0.000000,-458.503056,24,5,3,-154.751893,0.825556
17323,875,902.993408,24041683.191711,1171.225342,454.352539,479.352539,0.010000,0.010000,-25.000000,-25.000000,0.000000,-483.503056,25,5,3,-154.751893,0.825556
17324,875,861.215210,4828284.764221,1518.661133,454.839386,479.839386,0.010000,0.010000,-25.000000,-25.000000,0.000000,-508.503056,26,5,3,-154.751893,0.825556
17325,875,6511.455566,400461.137573,1063.040039,456.720673,481.720673,0.010000,0.010000,-25.000000,-25.000000,0.000000,-533.503056,27,5,3,-154.751893,0.825556
17326,875,7980.541992,18175917.114441,1520.780884,462.539276,487.539276,0.010000,0.010000,-25.000000,-25.000000,0.000000,-558.503056,28,5,3,-154.751893,0.825556
17327,875,1906.119263,865824.801208,1769.875732,456.321411,481.321411,0.010000,0.010000,-25.000000,-25.000000,0.000000,-583.503056,29,5,3,-154.751893,0.825556
17328,875,7398.688477,5244705.532959,1195.403076,458.654724,483.654724,0.010000,0.010000,-25.000000,-25.000000,0.000000,-608.503056,30,5,3,-154.751893,0.825556
17329,875,2032.733032,9538513.989380,964.586792,448.574341,473.574341,0.010000,0.010000,-25.000000,-25.000000,0.000000,-633.503056,31,5,3,-154.751893,0.825556
17330,875,1205.977539,13646567.864563,1665.592163,457.182281,482.182281,0.010000,0.010000,-25.000000,-25.000000,0.000000,-658.503056,32,5,3,-154.751893,0.825556
17331,875,2247.660645,13622514.889343,1208.227783,460.243591,485.243591,0.010000,0.010000,-25.000000,-25.000000,0.000000,-683.503056,33,5,3,-154.751893,0.825556
17332,875,6529.358398,5404261.182617,1158.230591,465.069641,490.069641,0.010000,0.010000,-25.000000,-25.000000,0.000000,-708.503056,34,5,3,-154.751893,0.825556
17333,875,614.565552,1141752.881042,1234.051392,465.074493,490.074493,0.010000,0.010000,-25.000000,-25.000000,0.000000,-733.503056,35,5,3,-154.751893,0.825556
17334,875,8729.989258,18036613.962463,1447.787842,451.484100,476.484100,0.010000,0.010000,-25.000000,-25.000000,0.000000,-758.503056,36,5,3,-154.751893,0.825556
17335,875,12964.727539,9385710.110229,1937.952759,471.768066,496.768066,0.010000,0.010000,-25.000000,-25.000000,0.000000,-783.503056,37,5,3,-154.751893,0.825556
17336,875,7458.241211,13866572.016785,1544.025879,463.507263,488.507263,0.010000,0.010000,-25.000000,-25.000000,0.000000,-808.503056,38,5,3,-154.751893,0.825556
17337,875,1116.979492,716546.384216,1165.168457,462.003815,487.003815,0.010000,0.010000,-25.000000,-25.000000,0.000000,-833.503056,39,5,3,-154.751893,0.825556
17338,875,7142.839355,18346822.233154,1276.431396,465.744080,490.744080,0.010000,0.010000,-25.000000,-25.000000,0.000000,-858.503056,40,5,3,-154.751893,0.825556
17339,875,1082.435547,9459769.910278,847.408569,462.818390,487.818390,0.010000,0.010000,-25.000000,-25.000000,0.000000,-883.503056,41,5,3,-154.751893,0.825556
17340,875,2392.816406,4953133.540405,838.264648,457.569092,482.569092,0.010000,0.010000,-25.000000,-25.000000,0.000000,-908.503056,42,5,3,-154.751893,0.825556
17341,875,6885.425781,5026777.000671,1398.085205,454.157166,479.157166,0.010000,0.010000,-25.000000,-25.000000,0.000000,-933.503056,43,5,3,-154.751893,0.825556
17342,875,1274.693359,4963505.579102,1472.242920,459.258636,484.258636,0.010000,0.010000,-25.000000,-25.000000,0.000000,-958.503056,44,5,3,-154.751893,0.825556
17343,875,5498.701172,9496094.638855,1758.859863,442.818848,467.818848,0.010000,0.010000,-25.000000,-25.000000,0.000000,-983.503056,45,5,3,-154.751893,0.825556
17344,875,9101.821289,14249258.262268,1379.179443,459.176788,484.176788,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1008.503056,46,5,3,-154.751893,0.825556
17345,875,6864.494629,9563333.728394,1313.327393,444.451416,469.451416,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1033.503056,47,5,3,-154.751893,0.825556
17346,875,781.976318,9502072.205261,1548.620117,455.163818,480.163818,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1058.503056,48,5,3,-154.751893,0.825556
17347,875,5700.583496,14081384.281677,858.730103,451.468781,476.468781,0.010000,0.010000,-25.000000,-25.000000,0.000000,-1083.503056,49,5,3,-154.751893,0.825556
17348,875,13637.871094,9485295.739990,1312.225708,439.914886,439.914886,0.010000,0.010000,0.000000,0.000000,0.000000,-1083.503056,50,5,3,-154.751893,0.825556
17349,876,829.590698,5001267.678833,1037.252563,616.944824,588.794811,0.010000,0.010000,28.150013,8.036135,20.113879,28.150013,1,1,1,-168.460747,0.818889
17350,876,6579.140137,14002136.324524,1222.038940,600.223511,553.127196,0.010000,0.010000,47.096315,7.320578,39.775737,75.246328,2,2,2,-168.460747,0.818889
17351,876,1536.902100,698793.062195,1217.856934,548.077271,549.859363,0.010000,0.010000,-1.782093,8.217907,-10.000000,73.464235,3,3,3,-168.460747,0.818889
17352,876,5671.400391,5116307.069336,1554.863159,507.705078,459.703702,0.010000,0.010000,48.001376,8.412405,39.588972,121.465612,4,4,4,-168.460747,0.818889
17353,876,6300.503418,5070896.791199,1805.130371,475.717743,459.072855,0.010000,0.010000,16.644888,16.644888,0.000000,138.110500,5,5,5,-168.460747,0.818889
17354,876,1525.710449,9529689.120667,1568.601074,501.731628,497.257407,0.010000,0.010000,4.474221,4.474221,0.000000,142.584721,6,5,6,-168.460747,0.818889
17355,876,2200.786865,5074955.583862,1270.862915,521.597168,514.060878,0.010000,0.010000,7.536290,7.536290,0.000000,150.121011,7,5,7,-168.460747,0.818889
17356,876,1498.402710,4975546.738464,1104.836914,512.448608,504.327535,0.010000,0.010000,8.121073,8.121073,0.000000,158.242085,8,5,8,-168.460747,0.818889
17357,876,1540.677979,4923651.704529,1031.718994,59.081932,-0.424695,0.010000,0.010000,59.506627,59.506627,0.000000,217.748712,9,5,9,-168.460747,0.818889
17358,877,866.123413,9751528.446045,1002.020813,592.296692,532.617352,0.010000,0.010000,59.679340,18.850356,40.828984,59.679340,1,1,1,-157.198920,0.823333
17359,877,7148.375000,184281.263794,1465.146240,510.331024,464.321319,0.010000,0.010000,46.009705,5.538843,40.470862,105.689045,2,2,2,-157.198920,0.823333
17360,877,867.609436,128356.785461,1287.443115,462.824097,414.754079,0.010000,0.010000,48.070017,8.271141,39.798876,153.759062,3,3,3,-157.198920,0.823333
17361,877,1793.750977,4991380.338562,1087.044678,460.536255,445.896258,0.010000,0.010000,14.639997,-25.000000,39.639997,168.399059,4,4,3,-157.198920,0.823333
17362,877,10764.318359,14960635.519531,1284.868408,468.796326,493.796326,0.010000,0.010000,-25.000000,-25.000000,0.000000,143.399059,5,5,3,-157.198920,0.823333
17363,877,928.967224,5034745.688660,1863.321777,455.453064,480.453064,0.010000,0.010000,-25.000000,-25.000000,0.000000,118.399059,6,5,3,-157.198920,0.823333
17364,877,18140.144531,4968760.809143,1042.146118,466.018158,491.018158,0.010000,0.010000,-25.000000,-25.000000,0.000000,93.399059,7,5,3,-157.198920,0.823333
17365,877,1123.721802,75197.144409,1177.838623,455.273132,480.273132,0.010000,0.010000,-25.000000,-25.000000,0.000000,68.399059,8,5,3,-157.198920,0.823333
17366,877,2187.748535,19721627.757019,1070.591064,461.081940,486.081940,0.010000,0.010000,-25.000000,-25.000000,0.000000,43.399059,9,5,3,-157.198920,0.823333
17367,877,2410.647461,5017696.037537,1268.046509,462.633881,487.633881,0.010000,0.010000,-25.000000,-25.000000,0.000000,18.399059,10,5,3,-157.198920,0.823333
17368,877,1557.856079,4945190.592529,1228.498169,458.635071,483.635071,0.010000,0.010000,-25.000000,-25.000000,0.000000,-6.600941,11,5,3,-157.198920,0.823333
17369,877,1800.707886,9645736.539185,1288.388306,458.779694,483.779694,0.010000,0.010000,-25.000000,-25.000000,0.000000,-31.600941,12,5,3,-157.198920,0.823333
17370,877,5060.628906,5069577.465149,1695.348389,464.879333,489.879333,0.010000,0.010000,-25.000000,-25.000000,0.000000,-56.600941,13,5,3,-157.198920,0.823333
17371,877,1113.963379,477585.428406,1628.842041,466.924286,491.924286,0.010000,0.010000,-25.000000,-25.000000,0.000000,-81.600941,14,5,3,-157.198920,0.823333
17372,877,2005.856689,9625913.470703,1320.164307,477.487518,502.487518,0.010000,0.010000,-25.000000,-25.000000,0.000000,-106.600941,15,5,3,-157.198920,0.823333
17373,877,901.837158,5079342.140869,2187.242676,474.382050,499.382050,0.010000,0.010000,-25.000000,-25.000000,0.000000,-131.600941,16,5,3,-157.198920,0.823333
17374,877,5161.916016,5070168.085510,851.002625,470.527588,495.527588,0.010000,0.010000,-25.000000,-25.000000,0.000000,-156.600941,17,5,3,-157.198920,0.823333
17375,877,11258.289062,477997.009644,1227.109619,473.724426,498.724426,0.010000,0.010000,-25.000000,-25.000000,0.000000,-181.600941,18,5,3,-157.198920,0.823333
17376,877,1427.134277,9722991.468933,876.202148,478.462738,503.462738,0.010000,0.010000,-25.000000,-25.000000,0.000000,-206.600941,19,5,3,-157.198920,0.823333
17377,877,1487.409180,305021.643005,1948.240967,472.093933,497.093933,0.010000,0.010000,-25.000000,-25.000000,0.000000,-231.600941,20,5,3,-157.198920,0.823333
17378,877,1442.308960,9747133.405029,781.471252,465.950836,490.950836,0.010000,0.010000,-25.000000,-25.000000,0.000000,-256.600941,21,5,3,-157.198920,0.823333
17379,877,1004.944397,190502.636841,1380.833496,466.053619,491.053619,0.010000,0.010000,-25.000000,-25.000000,0.000000,-281.600941,22,5,3,-157.198920,0.823333
17380,877,1538.651367,118025.411438,1449.022705,464.408875,489.408875,0.010000,0.010000,-25.000000,-25.000000,0.000000,-306.600941,23,5,3,-157.198920,0.823333
17381,877,1057.954834,9981534.882507,1338.396729,460.200775,485.200775,0.010000,0.010000,-25.000000,-25.000000,0.000000,-331.600941,24,5,3,-157.198920,0.823333
17382,877,689.343323,5036597.615234,1719.420410,464.570740,489.570740,0.010000,0.010000,-25.000000,-25.000000,0.000000,-356.600941,25,5,3,-157.198920,0.823333
17383,877,8749.102539,5116778.694580,1300.766846,462.325165,487.325165,0.010000,0.010000,-25.000000,-25.000000,0.000000,-381.600941,26,5,3,-157.198920,0.823333
17384,877,1418.102783,10097609.375549,1140.967163,455.663361,480.663361,0.010000,0.010000,-25.000000,-25.000000,0.000000,-406.600941,27,5,3,-157.198920,0.823333
17385,877,2169.833008,40809.384644,1509.319458,469.009796,494.009796,0.010000,0.010000,-25.000000,-25.000000,0.000000,-431.600941,28,5,3,-157.198920,0.823333
17386,877,1574.730957,55686.130066,990.471985,469.998138,494.998138,0.010000,0.010000,-25.000000,-25.000000,0.000000,-456.600941,29,5,3,-157.198920,0.823333
17387,877,11897.035156,65254.512146,974.905884,474.901886,499.901886,0.010000,0.010000,-25.000000,-25.000000,0.000000,-481.600941,30,5,3,-157.198920,0.823333
17388,877,5572.012695,5124381.687256,1234.489380,476.271942,501.271942,0.010000,0.010000,-25.000000,-25.000000,0.000000,-506.600941,31,5,3,-157.198920,0.823333
17389,877,2404.255371,5128232.568481,1876.081299,468.031036,493.031036,0.010000,0.010000,-25.000000,-25.000000,0.000000,-531.600941,32,5,3,-157.198920,0.823333
17390,877,13694.996094,10162452.306946,1573.152344,465.508972,490.508972,0.010000,0.010000,-25.000000,-25.000000,0.000000,-556.600941,33,5,3,-157.198920,0.823333
17391,877,852.630066,5044385.894226,936.410156,466.316376,491.316376,0.010000,0.010000,-25.000000,-25.000000,0.000000,-581.600941,34,5,3,-157.198920,0.823333
17392,877,1718.666748,9968529.427734,1329.249390,466.536530,491.536530,0.010000,0.010000,-25.000000,-25.000000,0.000000,-606.600941,35,5,3,-157.198920,0.823333
17393,877,2020.183350,5037559.041199,2046.568115,460.438629,485.438629,0.010000,0.010000,-25.000000,-25.000000,0.000000,-631.600941,36,5,3,-157.198920,0.823333
17394,877,4800.227051,251156.585510,1646.133057,466.707642,491.707642,0.010000,0.010000,-25.000000,-25.000000,0.000000,-656.600941,37,5,3,-157.198920,0.823333
