step,episode,loss_ddqn,loss_masac,loss_cvd,q_value_ddqn,q_overestimation_ddqn,epsilon_ddqn,epsilon_masac,reward_total,reward_agent1,reward_agent2,episode_reward,episode_length,episode_reshuffles,cubes_picked,avg_reward_100,success_rate
1184,95,237.889008,5249.005024,709.412476,134.075256,118.586610,0.010000,0.010000,15.488646,-25.000000,40.488646,92.930641,4,4,1,163.641404,0.951537
1185,95,324.775116,7994.481762,642.172668,118.676178,103.417918,0.010000,0.010000,15.258260,-25.000000,40.258260,108.188901,5,5,1,163.641404,0.951537
1186,95,481.741730,6091.512676,596.302734,138.730484,131.172901,0.010000,0.010000,7.557583,7.557583,0.000000,115.746483,6,5,2,163.641404,0.951537
1187,95,653.790405,10438.993813,580.818359,117.781578,142.781578,0.010000,0.010000,-25.000000,-25.000000,0.000000,90.746483,7,5,2,163.641404,0.951537
1188,95,270.761871,12924.528957,777.548096,124.278412,149.278412,0.010000,0.010000,-25.000000,-25.000000,0.000000,65.746483,8,5,2,163.641404,0.951537
1189,95,827.590088,9500.456169,709.998535,122.362297,98.191309,0.010000,0.010000,24.170988,24.170988,0.000000,89.917472,9,5,3,163.641404,0.951537
1190,95,385.454285,6388.582806,672.795227,114.398079,104.120787,0.010000,0.010000,10.277292,10.277292,0.000000,100.194764,10,5,4,163.641404,0.951537
1191,95,351.678986,7811.229107,809.290771,112.059616,106.857687,0.010000,0.010000,5.201930,5.201930,0.000000,105.396693,11,5,5,163.641404,0.951537
1192,95,425.019165,7425.895649,908.250610,108.863960,103.456277,0.010000,0.010000,5.407684,5.407684,0.000000,110.804377,12,5,6,163.641404,0.951537
1193,95,336.634399,7460.825001,856.566895,113.940575,106.765321,0.010000,0.010000,7.175253,7.175253,0.000000,117.979630,13,5,7,163.641404,0.951537
1194,95,362.125000,10595.705326,639.585449,78.611191,103.611191,0.010000,0.010000,-25.000000,-25.000000,0.000000,92.979630,14,5,7,163.641404,0.951537
1195,95,443.547119,12794.666210,813.609375,83.671410,108.671410,0.010000,0.010000,-25.000000,-25.000000,0.000000,67.979630,15,5,7,163.641404,0.951537
1196,95,434.241119,6168.683323,758.584229,86.381699,111.381699,0.010000,0.010000,-25.000000,-25.000000,0.000000,42.979630,16,5,7,163.641404,0.951537
1197,95,285.468109,6493.122494,797.469116,70.053589,95.053589,0.010000,0.010000,-25.000000,-25.000000,0.000000,17.979630,17,5,7,163.641404,0.951537
1198,95,472.710480,6210.726494,861.990967,77.887360,102.887360,0.010000,0.010000,-25.000000,-25.000000,0.000000,-7.020370,18,5,7,163.641404,0.951537
1199,95,443.978180,3487.249660,755.015991,70.862564,16.355937,0.010000,0.010000,54.506627,54.506627,0.000000,47.486257,19,5,8,163.641404,0.951537
1200,96,386.673767,8051.392845,598.235352,129.832535,74.453066,0.010000,0.010000,55.379469,15.353102,40.026367,55.379469,1,1,1,162.418718,0.950877
1201,96,415.824951,11771.619987,653.724365,137.020172,127.072081,0.010000,0.010000,9.948091,9.948091,0.000000,65.327560,2,1,2,162.418718,0.950877
1202,96,212.088974,6004.027260,697.510254,132.236740,126.738874,0.010000,0.010000,5.497866,15.497866,-10.000000,70.825426,3,2,3,162.418718,0.950877
1203,96,324.478760,10977.112316,957.659180,122.451363,74.017944,0.010000,0.010000,48.433419,7.495142,40.938277,119.258844,4,3,4,162.418718,0.950877
1204,96,431.663269,7588.705490,1124.017090,112.481491,112.754633,0.010000,0.010000,-0.273142,9.726858,-10.000000,118.985702,5,4,5,162.418718,0.950877
1205,96,404.997559,11726.374889,562.457642,100.164062,90.982483,0.010000,0.010000,9.181579,19.181579,-10.000000,128.167281,6,5,6,162.418718,0.950877
1206,96,421.242126,10537.604900,802.671204,110.633141,135.633141,0.010000,0.010000,-25.000000,-25.000000,0.000000,103.167281,7,5,6,162.418718,0.950877
1207,96,566.837646,7934.165306,718.284912,114.726974,95.891217,0.010000,0.010000,18.835757,18.835757,0.000000,122.003038,8,5,7,162.418718,0.950877
1208,96,294.417603,6692.194664,1006.600403,91.233971,116.233971,0.010000,0.010000,-25.000000,-25.000000,0.000000,97.003038,9,5,7,162.418718,0.950877
1209,96,486.841309,5571.812035,725.107544,92.220001,117.220001,0.010000,0.010000,-25.000000,-25.000000,0.000000,72.003038,10,5,7,162.418718,0.950877
1210,96,598.393799,7476.262115,702.907227,84.885620,109.885620,0.010000,0.010000,-25.000000,-25.000000,0.000000,47.003038,11,5,7,162.418718,0.950877
1211,96,520.502319,8209.992626,1129.966797,92.469299,36.144307,0.010000,0.010000,56.324993,56.324993,0.000000,103.328031,12,5,8,162.418718,0.950877
1212,97,533.013123,8656.115829,721.146118,146.477310,100.040217,0.010000,0.010000,46.437094,2.671627,43.765467,46.437094,1,1,1,161.803190,0.950231
1213,97,360.399170,4092.678082,924.343872,143.586746,138.706072,0.010000,0.010000,4.880675,14.880675,-10.000000,51.317768,2,2,2,161.803190,0.950231
1214,97,444.809692,3720.707970,870.635376,120.366035,71.010903,0.010000,0.010000,49.355132,9.726858,39.628275,100.672900,3,3,3,161.803190,0.950231
1215,97,329.790344,12064.030647,600.400391,124.173187,67.535622,0.010000,0.010000,56.637565,16.450166,40.187399,157.310465,4,4,4,161.803190,0.950231
1216,97,349.031219,8543.536247,811.698181,95.940132,40.025074,0.010000,0.010000,55.915059,16.128111,39.786948,213.225524,5,5,5,161.803190,0.950231
1217,97,498.319946,9369.258709,647.237000,117.084846,100.530494,0.010000,0.010000,16.554353,16.554353,0.000000,229.779877,6,5,6,161.803190,0.950231
1218,97,499.953827,1026.317039,614.639893,120.607040,109.909093,0.010000,0.010000,10.697948,10.697948,0.000000,240.477825,7,5,7,161.803190,0.950231
1219,97,283.301514,8586.512764,641.062744,93.340378,77.011701,0.010000,0.010000,16.328677,16.328677,0.000000,256.806501,8,5,8,161.803190,0.950231
1220,97,329.569458,10473.181797,863.069946,62.883263,-4.969840,0.010000,0.010000,67.853102,67.853102,0.000000,324.659603,9,5,9,161.803190,0.950231
1221,98,461.511261,5762.647179,908.810791,150.909775,116.631765,0.010000,0.010000,34.278010,14.583456,19.694553,34.278010,1,1,1,163.482122,0.950745
1222,98,410.730835,13409.263668,771.908936,125.343124,75.053306,0.010000,0.010000,50.289819,7.126615,43.163204,84.567828,2,2,2,163.482122,0.950745
1223,98,420.163513,8946.758259,744.379517,103.911270,55.822882,0.010000,0.010000,48.088388,7.305985,40.782403,132.656216,3,3,3,163.482122,0.950745
1224,98,602.200500,7979.713791,766.962463,109.962395,65.042073,0.010000,0.010000,44.920322,3.952712,40.967610,177.576538,4,4,4,163.482122,0.950745
1225,98,419.659973,8664.086685,953.824219,95.391136,120.391136,0.010000,0.010000,-25.000000,-25.000000,0.000000,152.576538,5,5,4,163.482122,0.950745
1226,98,377.463196,9240.826397,627.768188,91.604218,65.850629,0.010000,0.010000,25.753588,25.753588,0.000000,178.330126,6,5,5,163.482122,0.950745
1227,98,423.315491,4305.446575,733.747986,105.089699,130.089699,0.010000,0.010000,-25.000000,-25.000000,0.000000,153.330126,7,5,5,163.482122,0.950745
1228,98,319.917999,5724.823093,763.478516,103.527618,128.527618,0.010000,0.010000,-25.000000,-25.000000,0.000000,128.330126,8,5,5,163.482122,0.950745
1229,98,513.545044,7990.773350,926.004395,99.204880,124.204880,0.010000,0.010000,-25.000000,-25.000000,0.000000,103.330126,9,5,5,163.482122,0.950745
1230,98,321.776428,6154.043159,747.871582,95.240967,120.240967,0.010000,0.010000,-25.000000,-25.000000,0.000000,78.330126,10,5,5,163.482122,0.950745
1231,98,420.366455,4162.372475,711.465332,106.335503,131.335503,0.010000,0.010000,-25.000000,-25.000000,0.000000,53.330126,11,5,5,163.482122,0.950745
1232,98,470.573883,10912.165668,653.545166,93.232224,86.084565,0.010000,0.010000,7.147658,7.147658,0.000000,60.477785,12,5,6,163.482122,0.950745
1233,98,325.298004,14387.406544,530.911926,94.811913,84.625257,0.010000,0.010000,10.186656,10.186656,0.000000,70.664440,13,5,7,163.482122,0.950745
1234,98,285.110779,11938.515465,635.546997,89.875656,114.875656,0.010000,0.010000,-25.000000,-25.000000,0.000000,45.664440,14,5,7,163.482122,0.950745
1235,98,630.855835,2277.606792,818.832092,86.724052,111.724052,0.010000,0.010000,-25.000000,-25.000000,0.000000,20.664440,15,5,7,163.482122,0.950745
1236,98,351.387573,1037.865177,689.145874,86.769524,111.769524,0.010000,0.010000,-25.000000,-25.000000,0.000000,-4.335560,16,5,7,163.482122,0.950745
1237,98,438.913391,11492.937027,777.281372,87.940704,31.404570,0.010000,0.010000,56.536135,56.536135,0.000000,52.200575,17,5,8,163.482122,0.950745
1238,99,440.446899,13680.832130,571.410583,154.075378,110.013953,0.010000,0.010000,44.061426,3.268002,40.793424,44.061426,1,1,1,162.346596,0.950113
1239,99,417.652557,1551.755333,691.101013,149.374069,96.108394,0.010000,0.010000,53.265675,9.696064,43.569611,97.327101,2,2,2,162.346596,0.950113
1240,99,429.254883,12473.693516,895.042603,136.197952,88.174465,0.010000,0.010000,48.023488,8.212787,39.810701,145.350588,3,3,3,162.346596,0.950113
1241,99,537.629883,11098.013386,527.499207,122.134460,116.766391,0.010000,0.010000,5.368069,15.368069,-10.000000,150.718657,4,4,4,162.346596,0.950113
1242,99,369.453857,2914.293556,616.499878,103.322342,105.104435,0.010000,0.010000,-1.782093,8.217907,-10.000000,148.936564,5,5,5,162.346596,0.950113
1243,99,516.162109,9524.077984,809.014404,103.689049,96.266370,0.010000,0.010000,7.422678,7.422678,0.000000,156.359243,6,5,6,162.346596,0.950113
1244,99,437.481659,7433.940845,778.952881,91.300911,71.848859,0.010000,0.010000,19.452052,19.452052,0.000000,175.811295,7,5,7,162.346596,0.950113
1245,99,421.825073,5873.073067,434.570740,94.968353,91.009950,0.010000,0.010000,3.958403,3.958403,0.000000,179.769698,8,5,8,162.346596,0.950113
1246,99,303.460663,18276.491344,401.412292,61.077343,-7.607668,0.010000,0.010000,68.685011,68.685011,0.000000,248.454710,9,5,9,162.346596,0.950113
1247,100,333.796722,11678.216328,842.916504,136.889725,88.382274,0.010000,0.010000,48.507450,8.445910,40.061541,48.507450,1,1,1,163.216375,0.950617
1248,100,617.598389,6190.798641,529.983948,148.457138,148.710647,0.010000,0.010000,-0.253509,9.746491,-10.000000,48.253941,2,2,2,163.216375,0.950617
1249,100,953.018188,11335.421909,839.180603,122.184906,111.057137,0.010000,0.010000,11.127769,11.127769,0.000000,59.381710,3,3,3,163.216375,0.950617
1250,100,231.673492,4318.470074,656.134033,116.203964,110.881356,0.010000,0.010000,5.322608,15.322608,-10.000000,64.704319,4,4,4,163.216375,0.950617
1251,100,484.114960,4225.244293,460.823608,108.208206,92.522618,0.010000,0.010000,15.685588,15.685588,0.000000,80.389906,5,5,5,163.216375,0.950617
1252,100,360.661041,9991.084328,771.735901,121.034035,97.233776,0.010000,0.010000,23.800259,23.800259,0.000000,104.190165,6,5,6,163.216375,0.950617
1253,100,402.732727,9724.190830,534.384949,103.016678,96.135441,0.010000,0.010000,6.881237,6.881237,0.000000,111.071402,7,5,7,163.216375,0.950617
1254,100,650.272095,3805.682434,673.646912,102.815117,94.518070,0.010000,0.010000,8.297047,8.297047,0.000000,119.368449,8,5,8,163.216375,0.950617
1255,100,768.048767,8942.620918,788.128845,64.902412,5.230549,0.010000,0.010000,59.671864,59.671864,0.000000,179.040312,9,5,9,163.216375,0.950617
1256,101,387.713501,6427.293308,702.836060,145.363495,98.528519,0.010000,0.010000,46.834976,3.513055,43.321921,46.834976,1,1,1,163.374615,0.951111
1257,101,484.943695,7043.550339,969.335144,124.852943,110.297316,0.010000,0.010000,14.555627,-25.000000,39.555627,61.390603,2,2,1,163.374615,0.951111
1258,101,544.209717,6664.342873,669.032593,122.103905,74.777226,0.010000,0.010000,47.326678,3.813664,43.513014,108.717281,3,3,2,163.374615,0.951111
1259,101,323.863708,2100.033546,840.541870,119.180275,118.314020,0.010000,0.010000,0.866255,5.866255,-5.000000,109.583537,4,4,3,163.374615,0.951111
1260,101,374.572296,1517.072399,684.452759,89.408409,114.408409,0.010000,0.010000,-25.000000,-25.000000,0.000000,84.583537,5,5,3,163.374615,0.951111
1261,101,298.891602,3249.561260,737.279358,97.090385,122.090385,0.010000,0.010000,-25.000000,-25.000000,0.000000,59.583537,6,5,3,163.374615,0.951111
1262,101,405.700989,9449.905685,964.305725,113.818657,105.817447,0.010000,0.010000,8.001210,8.001210,0.000000,67.584746,7,5,4,163.374615,0.951111
1263,101,449.463776,906.673332,890.958252,106.571487,131.571487,0.010000,0.010000,-25.000000,-25.000000,0.000000,42.584746,8,5,4,163.374615,0.951111
1264,101,623.396729,13348.296677,620.036255,95.847221,120.847221,0.010000,0.010000,-25.000000,-25.000000,0.000000,17.584746,9,5,4,163.374615,0.951111
1265,101,393.955383,1049.419819,954.927002,101.660172,91.933314,0.010000,0.010000,9.726858,9.726858,0.000000,27.311604,10,5,5,163.374615,0.951111
1266,101,700.568542,11918.789734,927.260132,98.011963,123.011963,0.010000,0.010000,-25.000000,-25.000000,0.000000,2.311604,11,5,5,163.374615,0.951111
1267,101,321.988007,7131.122700,718.800964,80.531433,70.756527,0.010000,0.010000,9.774906,9.774906,0.000000,12.086510,12,5,6,163.374615,0.951111
1268,101,564.875854,7423.314140,563.245361,68.265900,93.265900,0.010000,0.010000,-25.000000,-25.000000,0.000000,-12.913490,13,5,6,163.374615,0.951111
1269,101,437.631104,9128.717415,771.922729,72.974228,97.974228,0.010000,0.010000,-25.000000,-25.000000,0.000000,-37.913490,14,5,6,163.374615,0.951111
1270,101,302.581177,13956.760387,838.234375,68.393730,93.393730,0.010000,0.010000,-25.000000,-25.000000,0.000000,-62.913490,15,5,6,163.374615,0.951111
1271,101,582.276184,5556.953968,763.790649,69.946983,94.946983,0.010000,0.010000,-25.000000,-25.000000,0.000000,-87.913490,16,5,6,163.374615,0.951111
1272,101,494.055115,9669.437359,853.832703,79.170631,75.493730,0.010000,0.010000,3.676902,3.676902,0.000000,-84.236589,17,5,7,163.374615,0.951111
1273,101,463.237427,5795.937916,833.045227,68.780952,93.780952,0.010000,0.010000,-25.000000,-25.000000,0.000000,-109.236589,18,5,7,163.374615,0.951111
1274,101,253.640427,4448.552765,881.295410,76.260895,101.260895,0.010000,0.010000,-25.000000,-25.000000,0.000000,-134.236589,19,5,7,163.374615,0.951111
1275,101,395.832764,5376.588997,784.273499,75.381371,100.381371,0.010000,0.010000,-25.000000,-25.000000,0.000000,-159.236589,20,5,7,163.374615,0.951111
1276,101,388.123230,6573.000446,857.113892,86.044991,111.044991,0.010000,0.010000,-25.000000,-25.000000,0.000000,-184.236589,21,5,7,163.374615,0.951111
1277,101,668.696533,10633.999695,598.406433,84.504005,109.504005,0.010000,0.010000,-25.000000,-25.000000,0.000000,-209.236589,22,5,7,163.374615,0.951111
1278,101,450.034546,10083.054241,962.223267,97.815514,122.815514,0.010000,0.010000,-25.000000,-25.000000,0.000000,-234.236589,23,5,7,163.374615,0.951111
1279,101,580.957703,7188.258018,647.061646,81.459137,106.459137,0.010000,0.010000,-25.000000,-25.000000,0.000000,-259.236589,24,5,7,163.374615,0.951111
1280,101,589.687317,10460.926922,875.064209,80.997421,105.997421,0.010000,0.010000,-25.000000,-25.000000,0.000000,-284.236589,25,5,7,163.374615,0.951111
1281,101,491.930756,10861.426922,1019.578491,82.230858,107.230858,0.010000,0.010000,-25.000000,-25.000000,0.000000,-309.236589,26,5,7,163.374615,0.951111
1282,101,589.440735,10618.365398,849.866394,73.899818,98.899818,0.010000,0.010000,-25.000000,-25.000000,0.000000,-334.236589,27,5,7,163.374615,0.951111
1283,101,494.256073,10115.492077,953.892944,68.463478,93.463478,0.010000,0.010000,-25.000000,-25.000000,0.000000,-359.236589,28,5,7,163.374615,0.951111
1284,101,332.245544,15253.461651,742.884277,77.036064,102.036064,0.010000,0.010000,-25.000000,-25.000000,0.000000,-384.236589,29,5,7,163.374615,0.951111
1285,101,610.043030,17184.559628,747.991211,79.922951,39.589703,0.010000,0.010000,40.333248,40.333248,0.000000,-343.903341,30,5,8,163.374615,0.951111
1286,102,492.810242,4983.852203,698.673462,155.420929,106.716655,0.010000,0.010000,48.704274,7.871752,40.832522,48.704274,1,1,1,156.732187,0.951111
1287,102,345.252899,13118.364906,836.244324,149.070831,94.814929,0.010000,0.010000,54.255903,14.790725,39.465177,102.960177,2,2,2,156.732187,0.951111
1288,102,565.976135,9140.346642,774.418274,131.705261,84.720697,0.010000,0.010000,46.984564,3.813664,43.170900,149.944741,3,3,3,156.732187,0.951111
1289,102,533.942200,8291.810223,708.983887,125.254349,101.503032,0.010000,0.010000,23.751317,23.751317,0.000000,173.696058,4,4,4,156.732187,0.951111
1290,102,551.301758,9187.445007,539.235596,110.069519,62.598661,0.010000,0.010000,47.470859,7.155674,40.315185,221.166917,5,5,5,156.732187,0.951111
1291,102,480.010437,6848.590210,697.943054,109.884651,105.733186,0.010000,0.010000,4.151466,4.151466,0.000000,225.318382,6,5,6,156.732187,0.951111
1292,102,596.700073,14176.498363,566.958984,98.339165,80.996645,0.010000,0.010000,17.342520,17.342520,0.000000,242.660902,7,5,7,156.732187,0.951111
1293,102,598.333130,10935.647644,659.910767,90.267502,84.742529,0.010000,0.010000,5.524973,5.524973,0.000000,248.185875,8,5,8,156.732187,0.951111
1294,102,384.315308,7332.341557,704.889404,54.064053,-3.843631,0.010000,0.010000,57.907684,57.907684,0.000000,306.093558,9,5,9,156.732187,0.951111
1295,103,429.246338,1642.598915,840.829224,149.222809,91.219100,0.010000,0.010000,58.003709,16.617908,41.385802,58.003709,1,1,1,157.081337,0.951111
1296,103,300.324005,1522.162964,518.025940,152.063370,102.620946,0.010000,0.010000,49.442423,9.748080,39.694343,107.446133,2,2,2,157.081337,0.951111
1297,103,518.592529,7907.817081,671.158997,142.363968,93.469538,0.010000,0.010000,48.894430,8.135082,40.759348,156.340563,3,3,3,157.081337,0.951111
1298,103,587.640259,15289.474495,792.632996,129.263474,127.425561,0.010000,0.010000,1.837912,6.837912,-5.000000,158.178475,4,4,4,157.081337,0.951111
1299,103,441.342773,9806.303036,709.174072,116.554726,112.316997,0.010000,0.010000,4.237729,4.237729,0.000000,162.416204,5,5,5,157.081337,0.951111
1300,103,670.715332,8296.885227,1091.056641,115.571785,101.549751,0.010000,0.010000,14.022034,14.022034,0.000000,176.438238,6,5,6,157.081337,0.951111
1301,103,672.643311,7577.832222,1074.942139,114.207062,95.649729,0.010000,0.010000,18.557333,18.557333,0.000000,194.995570,7,5,7,157.081337,0.951111
1302,103,435.217651,7807.945496,904.193787,111.838257,104.270248,0.010000,0.010000,7.568009,7.568009,0.000000,202.563579,8,5,8,157.081337,0.951111
1303,103,343.122498,14655.438900,652.872620,68.622200,8.615991,0.010000,0.010000,60.006209,60.006209,0.000000,262.569788,9,5,9,157.081337,0.951111
1304,104,544.363647,3296.581440,671.561035,155.082474,106.968051,0.010000,0.010000,48.114423,7.160796,40.953628,48.114423,1,1,1,156.733173,0.951111
1305,104,535.386108,17427.711071,725.486694,138.441757,94.372493,0.010000,0.010000,44.069264,4.250909,39.818356,92.183688,2,2,2,156.733173,0.951111
1306,104,265.815979,10651.794823,831.545410,138.372635,89.531868,0.010000,0.010000,48.840767,7.845537,40.995230,141.024455,3,3,3,156.733173,0.951111
1307,104,477.013336,5645.572418,586.686218,141.802109,142.167955,0.010000,0.010000,-0.365846,9.634154,-10.000000,140.658609,4,4,4,156.733173,0.951111
1308,104,515.283752,8813.476727,809.958618,129.843811,131.759123,0.010000,0.010000,-1.915312,8.084688,-10.000000,138.743297,5,5,5,156.733173,0.951111
1309,104,421.506226,10955.856045,945.593384,107.565399,132.565399,0.010000,0.010000,-25.000000,-25.000000,0.000000,113.743297,6,5,5,156.733173,0.951111
1310,104,417.459747,8325.812344,547.211182,108.315125,133.315125,0.010000,0.010000,-25.000000,-25.000000,0.000000,88.743297,7,5,5,156.733173,0.951111
1311,104,422.662201,7125.611908,1007.743408,122.194641,112.467783,0.010000,0.010000,9.726858,9.726858,0.000000,98.470155,8,5,6,156.733173,0.951111
